,cell.ID,nucleus.x,nucleus.y,CD15.score.normalized,CK.score.normalized,CD3.score.normalized,CD11c.score.normalized,CD20.score.normalized,CD163.score.normalized,tissue.type,in.ROI.adipose_tissue,in.ROI.necrosis,in.ROI.tumor_tissue
24948,26621,10920.1,47371.75,0.02,0.41,0.39,0.0,0.12,0.13,stroma,False,False,True
24949,26622,10643.28,47073.91,0.08,0.3,0.43,0.17,0.22,0.79,stroma,False,False,True
24950,26623,10864.21,47135.46,0.02,1.63,2.28,0.0,0.35,0.15,stroma,False,False,True
24951,26624,10974.62,47462.29,0.29,1.48,2.5,0.97,0.44,0.09,tumor,False,False,True
24952,26625,10660.36,47202.57,0.09,0.7,3.74,0.13,0.2,2.43,stroma,False,False,True
24953,26626,11148.38,47513.18,0.3,0.9,0.58,0.34,0.32,0.0,tumor,False,False,True
24954,26627,10597.7,47454.88,0.0,0.11,0.36,0.15,0.1,0.0,stroma,False,False,True
24955,26628,10936.7,47303.8,0.12,1.34,0.55,0.07,0.22,0.65,tumor,False,False,True
24956,26629,10931.46,47483.95,0.14,1.42,1.33,0.42,0.34,1.19,tumor,False,False,True
24957,26630,10680.34,47138.38,0.0,0.62,0.58,0.0,0.26,0.08,stroma,False,False,True
24958,26631,10802.13,47437.35,0.0,1.04,1.56,0.44,0.2,0.02,stroma,False,False,True
24959,26632,11028.08,47179.09,0.49,1.45,2.0,0.43,0.41,3.49,tumor,False,False,True
24960,26633,10849.97,47306.9,0.35,0.81,0.42,0.05,0.41,0.0,stroma,False,False,True
24961,26634,10899.93,47584.01,0.0,0.8,0.55,0.5,0.11,0.41,stroma,False,False,True
24962,26635,10600.23,47277.9,0.19,1.72,0.56,0.08,0.09,0.35,stroma,False,False,True
24963,26636,10965.77,47506.14,0.38,0.74,1.04,0.0,0.15,0.57,stroma,False,False,True
24964,26637,10817.04,47334.98,0.26,1.5,0.76,0.19,0.24,1.15,tumor,False,False,True
24965,26638,10574.56,47340.15,0.02,0.32,0.25,0.26,0.3,1.24,stroma,False,False,True
24966,26639,10650.53,47233.19,0.0,2.2,6.9,0.05,0.37,0.25,tumor,False,False,True
24967,26640,10800.55,47220.6,0.0,1.35,9.0,0.04,0.27,0.29,tumor,False,False,True
24968,26641,11044.39,47278.81,0.18,1.19,0.33,0.24,0.08,0.0,stroma,False,False,True
24969,26642,11124.73,47517.63,0.0,1.92,0.5,0.0,0.27,0.74,tumor,False,False,True
24970,26643,10917.75,47267.25,0.18,0.84,0.52,0.29,0.31,0.06,tumor,False,False,True
24971,26644,10666.05,47042.85,0.0,1.22,0.73,0.1,0.08,0.0,stroma,False,False,True
24972,26645,10961.58,47442.26,0.0,0.86,4.26,0.3,0.23,0.69,stroma,False,False,True
24973,26646,10825.97,47578.16,0.05,0.95,1.99,0.09,0.2,0.04,stroma,False,False,True
24974,26647,11036.67,47330.07,0.0,0.59,0.3,0.08,0.25,0.43,stroma,False,False,True
24975,26648,10916.4,47146.39,0.2,1.33,4.88,0.0,1.75,0.0,stroma,False,False,True
24976,26649,10857.08,47206.67,0.36,0.59,4.88,0.47,0.33,0.56,tumor,False,False,True
24977,26650,10603.6,47185.69,0.0,0.0,0.49,0.16,0.18,0.0,stroma,False,False,True
24978,26651,10945.03,47076.79,0.04,0.02,0.45,0.0,0.14,0.26,stroma,False,False,True
24979,26652,10778.86,47303.54,0.07,0.0,1.06,0.14,0.14,0.0,stroma,False,False,True
24980,26653,10654.92,47165.42,0.4,0.78,0.47,0.16,0.31,1.75,tumor,False,False,True
24981,26654,10858.54,47107.47,0.0,0.0,3.43,0.05,0.25,0.33,stroma,False,False,True
24982,26655,11083.43,47101.71,0.0,1.76,0.63,0.08,0.19,1.06,tumor,False,False,True
24983,26656,11051.3,47480.36,0.0,1.18,4.71,0.02,0.33,0.0,tumor,False,False,True
24984,26657,10676.13,47491.25,0.57,0.89,0.66,0.2,0.08,0.05,stroma,False,False,True
24985,26658,10689.4,47491.51,0.08,1.09,0.4,0.55,0.3,0.2,stroma,False,False,True
24986,26659,11057.33,47571.7,0.05,0.24,0.49,0.13,0.07,0.0,stroma,False,False,True
24987,26660,10885.57,47261.32,0.0,0.77,1.07,0.0,0.08,1.3,stroma,False,False,True
24988,26661,10944.59,47120.59,0.0,0.38,1.39,0.73,0.13,0.24,stroma,False,False,True
24989,26662,11124.69,47212.91,0.16,0.4,0.04,0.55,2.55,0.0,stroma,False,False,True
24990,26663,10643.24,47047.19,0.24,1.35,2.22,0.11,0.17,0.57,stroma,False,False,True
24991,26664,10737.54,47510.97,0.0,0.84,0.13,0.48,0.16,0.19,stroma,False,False,True
24992,26665,10943.61,47330.01,0.18,0.54,0.51,0.41,0.97,0.32,stroma,False,False,True
24993,26666,10949.35,47455.81,0.06,1.56,2.52,0.0,0.42,0.28,tumor,False,False,True
24994,26667,10941.19,47078.81,0.41,1.88,1.19,0.0,0.22,1.26,tumor,False,False,True
24995,26668,10845.98,47422.11,0.0,1.1,0.47,0.04,0.09,0.0,stroma,False,False,True
24996,26669,11058.25,47075.85,0.3,0.03,0.28,0.0,0.21,1.82,tumor,False,False,True
24997,26670,10624.47,47499.66,0.32,1.46,1.0,0.09,0.5,0.55,stroma,False,False,True
24998,26671,10893.65,47329.78,0.0,0.64,0.83,0.25,0.31,0.2,stroma,False,False,True
24999,26672,10744.7,47501.83,0.22,0.74,1.04,0.01,0.22,0.16,stroma,False,False,True
25000,26673,10952.85,47076.16,0.32,1.05,0.9,0.29,0.31,0.19,tumor,False,False,True
25001,26674,10722.62,47563.76,0.18,0.12,0.48,0.0,0.1,0.38,stroma,False,False,True
25002,26675,10880.94,47354.55,0.22,1.37,0.59,0.0,0.19,0.17,stroma,False,False,True
25003,26676,10870.7,47222.17,0.17,1.61,2.33,0.14,0.53,0.5,stroma,False,False,True
25004,26677,10999.93,47587.14,0.23,0.25,2.24,0.32,0.18,0.46,stroma,False,False,True
25005,26678,11058.3,47056.19,0.11,0.67,1.87,0.33,0.25,2.09,tumor,False,False,True
25006,26679,10624.84,47547.36,0.0,1.54,1.57,0.0,0.09,0.61,stroma,False,False,True
25007,26680,10739.76,47360.92,0.0,3.43,6.47,0.86,0.74,3.54,tumor,False,False,True
25008,26681,10862.97,47627.62,0.02,1.26,1.12,0.34,0.14,1.66,stroma,False,False,True
25009,26682,11006.49,47178.68,0.12,1.71,7.54,0.7,0.38,0.22,tumor,False,False,True
25010,26683,10660.24,47484.24,0.02,1.71,1.9,0.0,0.08,0.98,stroma,False,False,True
25011,26684,10869.72,47145.84,0.26,2.35,0.74,0.74,0.88,0.14,tumor,False,False,True
25012,26685,10643.78,47424.47,0.64,1.06,4.52,0.15,0.39,0.35,tumor,False,False,True
25013,26686,10888.31,47398.25,0.08,0.46,0.48,0.06,0.18,0.0,stroma,False,False,True
25014,26687,10796.38,47495.7,0.18,1.45,1.7,0.96,0.35,0.07,tumor,False,False,True
25015,26688,10580.07,47441.92,0.08,1.07,0.25,0.05,0.18,0.25,stroma,False,False,True
25016,26689,10768.62,47183.5,0.01,0.86,1.39,0.59,0.15,0.55,stroma,False,False,True
25017,26690,10656.47,47323.82,0.0,0.69,1.86,0.14,0.23,0.68,stroma,False,False,True
25018,26691,10807.81,47173.63,0.0,1.01,3.78,0.35,0.33,0.45,stroma,False,False,True
25019,26692,11161.61,47055.36,0.09,1.04,6.71,0.34,0.42,2.16,tumor,False,False,True
25020,26693,11155.62,47400.81,0.21,2.46,2.42,0.0,0.45,0.82,tumor,False,False,True
25021,26694,10893.88,47418.33,0.3,0.45,0.39,0.27,1.03,0.44,tumor,False,False,True
25022,26695,10894.81,47174.21,0.0,1.38,0.98,0.44,0.28,0.0,tumor,False,False,True
25023,26696,11075.06,47497.64,0.09,1.65,0.99,0.8,0.64,1.52,tumor,False,False,True
25024,26697,11050.18,47472.23,0.0,1.41,0.29,0.0,0.4,1.37,tumor,False,False,True
25025,26698,10611.0,47241.14,0.19,1.47,0.83,0.2,0.44,0.73,stroma,False,False,True
25026,26699,11017.97,47477.29,0.0,0.98,0.49,0.0,0.36,1.61,stroma,False,False,True
25027,26700,10651.35,47530.14,0.14,1.82,3.81,0.37,0.74,3.8,stroma,False,False,True
25028,26701,11001.6,47233.41,0.1,2.03,0.53,0.0,0.51,0.95,tumor,False,False,True
25029,26702,10701.47,47351.26,0.2,0.78,0.34,0.12,0.23,0.2,stroma,False,False,True
25030,26703,11063.01,47367.94,0.56,0.45,0.46,0.68,0.58,3.51,stroma,False,False,True
25031,26704,10666.04,47517.47,0.13,0.73,0.48,0.65,0.29,0.74,stroma,False,False,True
25032,26705,10822.9,47554.83,0.2,1.62,1.54,0.03,0.25,2.13,stroma,False,False,True
25033,26706,10779.68,47511.72,0.17,0.92,0.83,0.32,0.21,0.0,tumor,False,False,True
25034,26707,10869.83,47374.73,0.0,1.66,0.32,0.34,0.34,0.12,tumor,False,False,True
25035,26708,10694.5,47588.72,0.0,0.35,0.53,0.16,0.26,0.06,stroma,False,False,True
25036,26709,11136.25,47418.54,0.32,1.91,0.8,0.24,0.44,0.01,tumor,False,False,True
25037,26710,10786.64,47239.93,0.0,0.55,0.65,0.56,0.53,1.25,stroma,False,False,True
25038,26711,10856.24,47316.86,0.0,0.79,0.64,0.0,0.12,0.3,stroma,False,False,True
25039,26712,10915.16,47344.54,0.0,1.22,1.07,0.21,0.22,0.49,tumor,False,False,True
25040,26713,10629.86,47536.52,0.14,0.51,0.55,0.36,0.16,1.07,stroma,False,False,True
25041,26714,10804.02,47127.31,0.3,0.0,0.5,0.0,0.18,0.93,stroma,False,False,True
25042,26715,11006.77,47492.65,0.31,2.08,4.55,0.36,0.51,0.24,tumor,False,False,True
25043,26716,11064.13,47370.12,0.06,1.05,0.37,0.0,0.13,0.36,stroma,False,False,True
25044,26717,11100.76,47339.96,0.53,1.69,1.3,0.3,0.45,0.2,tumor,False,False,True
25045,26718,10830.52,47061.49,0.0,0.59,2.25,0.08,0.12,0.25,stroma,False,False,True
25046,26719,10642.67,47161.18,0.12,0.25,0.69,0.15,0.6,1.48,tumor,False,False,True
25047,26720,10840.21,47303.98,0.2,0.92,1.17,0.35,0.18,1.17,stroma,False,False,True
25048,26721,11120.05,47147.85,0.69,1.55,0.76,0.44,0.32,1.87,tumor,False,False,True
25049,26722,11112.94,47288.91,0.06,0.0,0.36,0.16,0.19,1.12,tumor,False,False,True
25050,26723,11093.59,47262.69,0.3,1.16,0.95,0.26,0.25,0.0,tumor,False,False,True
25051,26724,11076.07,47106.28,0.0,0.1,0.65,0.08,0.15,0.53,tumor,False,False,True
25052,26725,10959.1,47213.75,0.0,1.22,1.07,0.06,0.08,0.24,stroma,False,False,True
25053,26726,10633.5,47200.39,0.0,2.31,1.99,0.25,0.28,1.11,tumor,False,False,True
25054,26727,10967.03,47126.36,0.05,1.73,0.73,0.0,0.13,0.0,stroma,False,False,True
25055,26728,11024.82,47067.82,0.25,0.94,3.98,0.28,0.25,0.52,tumor,False,False,True
25056,26729,11144.97,47172.01,0.0,0.81,1.09,0.05,0.2,0.65,stroma,False,False,True
25057,26730,10795.08,47587.55,0.13,1.23,0.43,0.21,0.2,0.47,stroma,False,False,True
25058,26731,11060.39,47570.25,0.0,0.71,0.62,0.59,0.08,0.08,stroma,False,False,True
25059,26732,10944.51,47312.43,0.39,2.14,1.34,0.38,0.52,0.61,tumor,False,False,True
25060,26733,10773.12,47251.96,0.3,1.54,1.01,0.41,0.34,2.44,stroma,False,False,True
25061,26734,11011.86,47448.34,0.05,0.73,0.55,0.47,0.47,0.49,tumor,False,False,True
25062,26735,10599.13,47556.09,0.19,0.68,1.44,0.31,0.16,0.09,stroma,False,False,True
25063,26736,11152.18,47218.04,0.3,0.27,3.15,0.19,0.17,0.75,stroma,False,False,True
25064,26737,10901.89,47141.69,0.33,1.63,5.27,0.29,0.4,0.59,tumor,False,False,True
25065,26738,10939.24,47366.74,0.23,0.0,0.54,0.13,0.2,1.05,stroma,False,False,True
25066,26739,10802.59,47300.32,0.0,1.07,0.83,0.0,0.14,0.25,stroma,False,False,True
25067,26740,10783.98,47430.48,0.13,1.8,2.8,0.25,0.35,0.78,tumor,False,False,True
25068,26741,10897.84,47109.4,0.15,0.23,0.3,0.18,0.18,1.59,stroma,False,False,True
25069,26742,10837.05,47388.64,0.0,0.21,0.54,0.18,0.22,0.0,stroma,False,False,True
25070,26743,11125.19,47616.71,0.38,0.97,1.0,0.0,0.13,0.01,stroma,False,False,False
25071,26744,10590.43,47315.01,0.12,1.39,2.08,0.57,0.57,1.96,tumor,False,False,True
25072,26745,11069.6,47409.49,0.51,2.3,0.67,0.31,0.16,0.47,stroma,False,False,True
25073,26746,10966.31,47134.51,0.0,1.05,3.22,0.03,0.44,0.0,stroma,False,False,True
25074,26747,10821.12,47112.92,0.0,1.66,5.78,0.0,0.3,1.08,stroma,False,False,True
25075,26748,10801.32,47060.71,0.0,0.79,3.71,0.07,0.25,0.18,stroma,False,False,True
25076,26749,11049.36,47303.85,0.12,1.05,0.39,0.37,0.47,0.44,tumor,False,False,True
25077,26750,11131.64,47091.51,0.24,1.33,0.33,0.63,0.24,0.44,tumor,False,False,True
25078,26751,11046.29,47043.26,0.03,0.66,0.16,0.29,0.29,2.73,tumor,False,False,True
25079,26752,10902.62,47340.91,0.11,0.0,0.67,0.0,0.23,0.39,tumor,False,False,True
25080,26753,10615.55,47438.3,0.2,1.02,0.76,0.28,0.43,0.83,stroma,False,False,True
25081,26754,10768.82,47596.47,0.05,1.24,0.56,0.15,0.33,0.1,stroma,False,False,True
25082,26755,11161.71,47090.45,0.4,1.65,0.61,0.48,0.26,0.86,tumor,False,False,True
25083,26756,11128.34,47314.67,0.02,1.35,3.71,0.35,0.1,0.0,stroma,False,False,True
25084,26757,10904.46,47556.61,0.07,0.48,2.25,0.15,0.2,0.67,tumor,False,False,True
25085,26758,10757.35,47158.33,0.0,1.52,4.96,0.0,0.27,0.21,stroma,False,False,True
25086,26759,11173.08,47324.98,0.0,1.92,0.52,0.38,0.55,0.53,tumor,False,False,True
25087,26760,10821.16,47252.39,0.0,1.05,0.83,0.13,0.77,0.43,stroma,False,False,True
25088,26761,11002.45,47345.59,0.0,1.15,0.36,0.0,0.17,0.88,stroma,False,False,True
25089,26762,10758.68,47190.55,0.1,1.08,1.2,0.0,0.14,0.25,stroma,False,False,True
25090,26763,10826.24,47454.57,0.0,0.61,2.46,0.56,0.12,0.34,stroma,False,False,True
25091,26764,11157.01,47380.52,0.51,0.53,1.67,0.0,0.38,1.94,tumor,False,False,True
25092,26765,10637.66,47096.32,0.28,2.27,0.87,0.6,0.36,0.62,stroma,False,False,True
25093,26766,10873.97,47087.22,0.21,0.28,0.67,0.0,0.23,1.62,stroma,False,False,True
25094,26767,10891.16,47180.63,0.27,0.94,5.71,0.09,0.25,0.29,tumor,False,False,True
25095,26768,11057.98,47239.83,0.21,0.74,3.51,0.02,0.21,1.12,stroma,False,False,True
25096,26769,10875.83,47077.76,0.1,1.36,0.53,0.1,0.9,0.01,stroma,False,False,True
25097,26770,10826.91,47084.23,0.03,0.57,0.88,0.0,0.08,0.12,stroma,False,False,True
25098,26771,11139.33,47415.11,0.12,0.92,0.66,0.22,0.63,0.0,tumor,False,False,True
25099,26772,11036.59,47575.03,0.21,1.77,0.5,0.06,0.34,0.28,stroma,False,False,True
25100,26773,11123.68,47170.84,0.18,1.73,0.36,0.3,0.31,0.0,tumor,False,False,True
25101,26774,11000.32,47580.72,0.0,0.59,1.63,0.38,0.1,0.48,stroma,False,False,True
25102,26775,10912.89,47534.26,0.14,0.15,2.57,0.24,0.29,1.11,stroma,False,False,True
25103,26776,11156.25,47525.92,0.22,1.94,0.43,0.01,0.21,0.0,tumor,False,False,True
25104,26777,10686.37,47086.02,0.03,0.69,4.1,0.17,0.38,1.25,stroma,False,False,True
25105,26778,10735.94,47535.25,0.16,0.52,3.3,0.41,0.17,0.31,stroma,False,False,True
25106,26779,10640.34,47218.85,0.18,1.44,0.95,0.21,0.43,4.55,tumor,False,False,True
25107,26780,10854.63,47481.86,0.08,1.06,0.64,0.07,0.1,0.15,stroma,False,False,True
25108,26781,11137.59,47356.85,0.04,1.25,0.4,0.66,0.48,1.08,tumor,False,False,True
25109,26782,10790.78,47462.17,0.08,0.07,0.6,0.12,0.15,0.0,stroma,False,False,True
25110,26783,10925.61,47468.48,0.0,1.44,0.7,0.17,1.25,0.8,tumor,False,False,True
25111,26784,10981.57,47137.41,0.0,1.32,0.92,0.16,0.27,0.01,stroma,False,False,True
25112,26785,10708.38,47443.88,0.21,0.09,0.34,0.0,0.05,0.0,stroma,False,False,True
25113,26786,10736.38,47424.04,0.04,0.77,0.54,0.03,0.11,0.98,stroma,False,False,True
25114,26787,10968.92,47429.74,0.0,0.67,2.91,0.09,0.2,0.0,stroma,False,False,True
25115,26788,11136.47,47461.23,0.35,1.38,0.61,0.0,0.15,0.17,tumor,False,False,True
25116,26789,10939.03,47218.1,0.02,1.79,1.65,0.0,0.21,0.08,tumor,False,False,True
25117,26790,10679.99,47259.41,0.13,2.44,0.89,0.35,0.37,0.37,tumor,False,False,True
25118,26791,10862.54,47297.24,0.0,0.57,0.27,0.1,0.13,0.49,stroma,False,False,True
25119,26792,10601.0,47284.32,0.53,0.45,0.53,0.69,0.03,0.0,stroma,False,False,True
25120,26793,10847.84,47579.84,0.05,1.29,0.05,0.0,0.45,0.02,tumor,False,False,True
25121,26794,10646.51,47359.42,0.0,0.52,5.6,0.0,0.34,0.0,stroma,False,False,True
25122,26795,11047.15,47389.68,0.0,1.38,1.6,0.0,0.38,0.34,stroma,False,False,True
25123,26796,11127.3,47526.22,0.0,1.22,7.53,0.36,0.52,0.53,tumor,False,False,True
25124,26797,10758.09,47226.45,0.04,1.28,2.54,0.0,0.25,1.61,stroma,False,False,True
25125,26798,10604.05,47546.5,0.0,0.0,3.24,0.59,0.11,0.42,stroma,False,False,True
25126,26799,11166.01,47480.55,0.22,1.29,0.55,0.14,0.11,0.42,stroma,False,False,True
25127,26800,10696.7,47121.64,0.47,1.33,3.59,0.63,0.26,0.0,tumor,False,False,True
25128,26801,10922.54,47081.21,0.33,0.55,0.59,0.0,0.21,0.18,stroma,False,False,True
25129,26802,10633.61,47042.03,0.0,1.19,2.35,0.42,0.19,0.91,stroma,False,False,True
25130,26803,11043.59,47533.42,0.18,1.55,3.92,0.02,0.12,0.29,stroma,False,False,True
25131,26804,11166.47,47368.1,0.65,1.08,0.57,0.39,0.51,0.07,tumor,False,False,True
25132,26805,10912.79,47570.58,0.0,0.45,1.18,0.07,0.15,0.6,stroma,False,False,True
25133,26806,10932.16,47494.06,0.0,0.66,2.43,0.0,0.39,1.02,stroma,False,False,True
25134,26807,11134.49,47296.99,0.51,1.79,0.74,0.0,0.23,0.32,tumor,False,False,True
25135,26808,10899.87,47291.28,0.38,1.18,2.58,0.0,0.47,1.88,tumor,False,False,True
25136,26809,10582.15,47400.28,0.36,2.28,0.46,0.47,0.51,0.34,tumor,False,False,True
25137,26810,10826.04,47365.62,0.0,1.32,5.14,0.09,0.23,0.64,stroma,False,False,True
25138,26811,10982.9,47232.32,0.34,0.95,0.74,0.0,0.11,0.06,stroma,False,False,True
25139,26812,10752.43,47270.4,0.04,2.09,1.88,0.49,0.36,1.08,stroma,False,False,True
25140,26813,10972.02,47508.74,0.43,0.73,5.93,0.64,0.4,0.8,tumor,False,False,True
25141,26814,10931.86,47142.82,0.0,0.78,4.26,0.62,0.18,0.34,tumor,False,False,True
25142,26815,10817.3,47220.95,0.0,0.78,1.68,0.31,0.12,0.32,stroma,False,False,True
25143,26816,10852.88,47340.98,0.09,0.0,2.27,0.36,0.19,1.58,stroma,False,False,True
25144,26817,10594.37,47223.78,0.26,1.12,3.42,0.0,0.48,1.05,stroma,False,False,True
25145,26818,10681.1,47147.08,0.04,0.49,0.42,0.23,0.05,0.19,stroma,False,False,True
25146,26819,11048.71,47160.59,0.32,1.46,1.14,0.26,0.09,1.67,tumor,False,False,True
25147,26820,10964.95,47570.51,0.0,0.66,0.67,0.28,0.14,0.38,stroma,False,False,True
25148,26821,10901.47,47211.01,0.0,0.92,1.35,0.27,0.12,0.33,stroma,False,False,True
25149,26822,10723.72,47231.52,0.12,1.29,0.67,0.63,1.94,0.0,tumor,False,False,True
25150,26823,10990.82,47230.63,0.22,2.34,0.59,0.39,0.39,0.27,tumor,False,False,True
25151,26824,10607.96,47550.1,0.0,0.26,2.28,0.27,0.15,0.09,stroma,False,False,True
25152,26825,11037.12,47381.13,0.0,0.29,3.44,0.0,0.1,0.07,stroma,False,False,True
25153,26826,10628.51,47242.1,0.0,0.31,0.24,0.23,0.44,3.01,stroma,False,False,True
25154,26827,11072.2,47588.97,0.33,0.63,0.61,0.09,0.15,0.72,stroma,False,False,True
25155,26828,11114.94,47156.32,0.52,0.83,4.81,0.0,0.3,2.95,stroma,False,False,True
25156,26829,10722.51,47044.53,0.0,0.1,1.11,0.13,0.05,0.51,stroma,False,False,True
25157,26830,10702.02,47268.79,0.45,3.14,0.54,0.26,0.31,0.2,tumor,False,False,True
25158,26831,11137.5,47545.52,0.25,0.89,1.74,0.89,0.47,0.51,tumor,False,False,True
25159,26832,11076.66,47060.92,0.34,0.82,2.5,0.0,0.18,1.95,tumor,False,False,True
25160,26833,11059.9,47211.69,0.07,1.0,2.91,0.29,0.38,3.44,tumor,False,False,True
25161,26834,10832.73,47416.89,0.24,0.5,1.3,0.18,0.18,0.33,stroma,False,False,True
25162,26835,10998.23,47187.0,0.0,0.14,1.32,0.1,0.18,0.57,tumor,False,False,True
25163,26836,10734.35,47372.5,0.0,0.74,2.65,0.22,0.23,0.34,stroma,False,False,True
25164,26837,10658.8,47450.01,0.02,1.46,0.51,0.3,0.17,1.41,stroma,False,False,True
25165,26838,11147.86,47250.04,0.21,1.66,0.5,0.44,0.15,0.73,stroma,False,False,True
25166,26839,10866.39,47351.81,0.11,0.01,0.24,0.0,1.1,4.27,tumor,False,False,True
25167,26840,11152.47,47288.46,0.86,1.82,2.52,0.38,0.48,0.15,tumor,False,False,True
25168,26841,11123.72,47343.69,0.0,1.19,1.3,0.56,0.3,4.37,tumor,False,False,True
25169,26842,10874.88,47267.32,0.0,0.76,0.72,0.3,0.11,0.0,stroma,False,False,True
25170,26843,10930.5,47106.81,0.0,0.1,1.19,0.16,0.17,0.0,stroma,False,False,True
25171,26844,10956.73,47444.83,0.17,0.54,3.69,0.55,0.35,0.31,stroma,False,False,True
25172,26845,11100.79,47391.2,0.12,0.08,0.66,0.41,0.18,0.64,stroma,False,False,True
25173,26846,10817.86,47236.75,0.0,1.17,0.93,0.37,0.3,1.27,stroma,False,False,True
25174,26847,11161.47,47361.25,0.0,1.03,2.29,0.0,0.33,1.66,stroma,False,False,True
25175,26848,11044.36,47113.5,0.12,2.41,0.93,0.32,0.42,0.0,tumor,False,False,True
25176,26849,10937.8,47227.74,0.18,1.15,2.23,0.79,0.46,0.17,tumor,False,False,True
25177,26850,11061.52,47487.31,0.04,0.94,1.31,0.12,0.3,0.82,tumor,False,False,True
25178,26851,10941.89,47226.54,0.12,1.34,0.61,0.0,0.26,0.0,tumor,False,False,True
25179,26852,11020.18,47317.89,0.12,1.79,0.53,0.01,0.37,0.4,tumor,False,False,True
25180,26853,10793.22,47185.83,0.26,1.59,0.47,0.0,0.53,0.81,tumor,False,False,True
25181,26854,11125.91,47231.39,0.45,0.64,3.68,0.47,0.55,0.52,stroma,False,False,True
25182,26855,10849.09,47516.23,0.29,0.12,1.65,0.0,0.23,0.15,stroma,False,False,True
25183,26856,11135.5,47324.93,0.08,0.5,3.53,0.23,0.18,0.49,stroma,False,False,True
25184,26857,10661.45,47187.87,0.01,1.19,5.05,0.0,0.24,0.64,stroma,False,False,True
25185,26858,10985.02,47167.16,0.0,2.92,3.26,0.0,0.25,0.72,tumor,False,False,True
25186,26859,11043.85,47197.95,0.0,1.74,2.3,0.26,0.39,0.53,tumor,False,False,True
25187,26860,10960.5,47580.15,0.0,0.74,0.3,0.75,0.32,0.21,stroma,False,False,True
25188,26861,10728.55,47305.68,0.37,1.83,5.4,0.0,0.46,1.49,tumor,False,False,True
25189,26862,10628.5,47190.35,0.22,1.8,2.17,0.04,0.24,0.68,tumor,False,False,True
25190,26863,11156.3,47312.37,0.0,2.51,0.54,0.24,0.68,0.0,tumor,False,False,True
25191,26864,10887.82,47461.47,0.02,0.8,4.86,0.37,0.32,1.32,tumor,False,False,True
25192,26865,11127.09,47580.37,0.0,0.42,0.39,0.61,0.08,0.0,stroma,False,False,True
25193,26866,10937.76,47330.35,0.21,1.13,2.07,0.4,0.2,0.0,stroma,False,False,True
25194,26867,11069.07,47193.48,0.2,1.06,0.69,0.2,0.41,1.0,tumor,False,False,True
25195,26868,10784.55,47160.49,0.0,0.03,3.57,0.49,0.15,0.32,stroma,False,False,True
25196,26869,11131.79,47574.72,0.35,0.86,0.34,0.41,0.27,0.0,tumor,False,False,True
25197,26870,10663.2,47288.14,0.19,0.71,2.17,0.07,0.15,0.55,stroma,False,False,True
25198,26871,10828.63,47160.93,0.2,1.72,2.26,0.14,0.24,0.0,stroma,False,False,True
25199,26872,11042.01,47485.51,0.01,1.72,1.66,0.84,0.53,1.69,tumor,False,False,True
25200,26873,10707.63,47196.79,0.07,0.88,0.63,0.49,0.26,0.16,stroma,False,False,True
25201,26874,10632.52,47060.85,0.46,0.88,7.81,0.0,0.22,0.12,stroma,False,False,True
25202,26875,10608.48,47366.09,0.24,1.4,0.64,0.51,0.47,0.97,stroma,False,False,True
25203,26876,10823.55,47285.25,0.0,1.68,0.74,0.35,0.29,0.3,stroma,False,False,True
25204,26877,10862.25,47116.36,0.36,0.27,0.75,0.0,0.69,0.82,stroma,False,False,True
25205,26878,10767.67,47625.29,0.37,1.28,0.36,0.38,0.09,0.66,stroma,False,False,True
25206,26879,11106.11,47160.73,0.36,1.31,0.82,0.1,0.42,0.47,tumor,False,False,True
25207,26880,10766.65,47540.31,0.0,2.26,1.39,0.26,0.24,0.84,stroma,False,False,True
25208,26881,11020.23,47097.56,0.23,1.79,3.37,0.59,0.36,3.11,tumor,False,False,True
25209,26882,10775.47,47181.86,0.05,1.29,0.97,0.11,0.18,0.78,stroma,False,False,True
25210,26883,10810.55,47509.22,0.0,1.19,0.85,0.0,0.17,0.28,tumor,False,False,True
25211,26884,11060.31,47567.73,0.17,0.43,0.58,0.61,0.12,0.04,stroma,False,False,True
25212,26885,10797.96,47082.33,0.46,1.5,2.79,0.17,0.31,1.62,stroma,False,False,True
25213,26886,11079.11,47608.14,0.32,0.33,0.29,0.24,0.06,1.68,stroma,False,False,True
25214,26887,10631.63,47580.29,0.0,1.29,0.48,0.09,0.24,0.45,stroma,False,False,True
25215,26888,10992.56,47066.43,0.0,1.56,0.35,0.53,0.31,0.64,tumor,False,False,True
25216,26889,10705.96,47621.52,0.13,0.75,1.11,0.54,0.18,1.32,stroma,False,False,True
25217,26890,10670.71,47255.06,0.5,1.82,1.49,0.76,0.59,0.18,tumor,False,False,True
25218,26891,10996.09,47473.34,0.0,2.72,1.81,0.19,0.57,0.32,tumor,False,False,True
25219,26892,10991.32,47436.07,0.0,0.53,0.29,0.0,0.14,0.31,stroma,False,False,True
25220,26893,10581.02,47428.95,0.08,0.59,0.32,0.15,0.58,0.56,stroma,False,False,True
25221,26894,10612.63,47618.03,0.0,0.66,0.6,0.37,0.07,0.0,stroma,False,False,True
25222,26895,10822.79,47461.7,0.5,0.42,5.13,0.21,0.21,1.11,stroma,False,False,True
25223,26896,10979.55,47507.69,0.29,1.44,4.2,0.37,0.36,0.77,stroma,False,False,True
25224,26897,11069.66,47577.09,0.0,0.07,2.35,0.12,0.12,0.26,stroma,False,False,True
